flow_id,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,byte_count,duration_sec,bytes_per_packet,packets_per_sec,bytes_per_sec,pkt_len_min,pkt_len_max,pkt_len_mean,pkt_len_std,iat_mean,iat_std,sni_domain,label,source_file
128,192.168.1.148,10.0.0.11,38633,443,6,207,78867,53.613966809080004,381.0,3.8609342363554173,1471.015944051414,242,1213,808.7217808692204,242.61653426076612,0.2590046705752657,0.12950233528763286,,P1,sample_data
129,192.168.1.222,10.0.0.137,63540,3478,6,415,344865,37.63686001702347,831.0,11.026424622359356,9162.958861180625,181,907,604.7058260956202,181.41174782868606,0.09069122895668306,0.04534561447834153,,P1,sample_data
130,192.168.1.120,10.0.0.59,25581,80,17,95,53485,5.063282097227124,563.0,18.76253350608811,10563.306363927606,168,840,560.5403927693739,168.16211783081215,0.053297706286601305,0.026648853143300653,,P3,sample_data
131,192.168.1.103,10.0.0.201,56053,21,6,3073,3097584,69.57976361269536,1008.0,44.16513998388042,44518.46110375147,385,1927,1285.0651989217663,385.51955967652987,0.022642292096549093,0.011321146048274547,,P0,sample_data
132,192.168.1.37,10.0.0.75,57157,443,17,173,128193,54.08405192356495,741.0,3.198724833791941,2370.255101839828,223,1118,745.6109288048272,223.68327864144814,0.312624577592861,0.1563122887964305,,P1,sample_data
133,192.168.1.230,10.0.0.122,13899,22,17,540,767340,17.38929399072811,1421.0,31.05358965625203,44127.150901534136,354,1773,1182.3616396124598,354.70849188373796,0.032202396279126126,0.016101198139563063,,P0,sample_data
134,192.168.1.98,10.0.0.12,47852,80,6,2574,3377088,39.31482327079704,1312.0,65.47148850881294,85898.59292356257,398,1994,1329.483060306578,398.8449180919734,0.015273824114528765,0.0076369120572643825,,P0,sample_data
135,192.168.1.122,10.0.0.46,64063,443,17,2208,3091200,56.064757738128044,1400.0,39.38302935889442,55136.24110245219,351,1758,1172.412337712274,351.72370131368217,0.025391647526326108,0.012695823763163054,,P0,sample_data
136,192.168.1.11,10.0.0.40,60426,3478,6,74,36334,23.358591840528877,491.0,3.1679991887012875,1555.4876016523322,96,480,320.47491160622747,96.14247348186824,0.31565664649363345,0.15782832324681673,,P3,sample_data
137,192.168.1.152,10.0.0.246,30101,22,17,843,316968,286.31283520559674,376.0,2.944331850839502,1107.0687759156529,68,343,229.32987461041085,68.79896238312325,0.33963562895088584,0.16981781447544292,,P2,sample_data
138,192.168.1.81,10.0.0.190,25082,22,6,55,24585,10.139825734549284,447.0,5.4241563356063685,2424.5978820160467,246,1231,820.7648301550216,246.2294490465065,0.18436046790089608,0.09218023395044804,,P1,sample_data
139,192.168.1.17,10.0.0.129,35032,22,6,173,129577,6.842596061459422,749.0,25.282801797173708,18936.818546083105,131,656,437.5688908679044,131.2706672603713,0.03955257838993886,0.01977628919496943,,P1,sample_data
140,192.168.1.108,10.0.0.172,10674,21,17,44,14872,5.0180379169925144,338.0,8.768367383395688,2963.7081755877425,131,658,438.8826720394785,131.66480161184356,0.11404631629528442,0.05702315814764221,,P1,sample_data
141,192.168.1.189,10.0.0.17,50505,80,6,294,268128,5.949133362934732,912.0,49.418962740308885,45070.094019161705,257,1287,858.6567877311213,257.5970363193364,0.020235147492975277,0.010117573746487639,,P1,sample_data
142,192.168.1.223,10.0.0.149,12368,22,17,31,19127,57.51116218373386,617.0,0.5390257964351809,332.5789164005066,233,1168,779.1962069728407,233.75886209185222,1.855198780120447,0.9275993900602235,,P1,sample_data
143,192.168.1.59,10.0.0.154,26088,22,17,299,52026,273.9082294117267,174.0,1.0916064867498247,189.9395286944695,83,418,279.33298382343264,83.79989514702979,0.9160810348218285,0.4580405174109142,,P2,sample_data
144,192.168.1.135,10.0.0.14,38222,22,6,900,1265400,71.13872395808977,1406.0,12.651337414067484,17787.780404178884,363,1819,1212.9445531366,363.88336594098,0.07904302662009974,0.03952151331004987,,P0,sample_data
145,192.168.1.223,10.0.0.222,52595,5060,17,195,155415,25.594878253965494,797.0,7.618711761982617,6072.113274300145,239,1196,797.6709189795488,239.30127569386462,0.13125578591777176,0.06562789295888588,,P1,sample_data
146,192.168.1.108,10.0.0.188,58156,443,6,122,69784,39.18495735137208,572.0,3.113439652518293,1780.8874812404636,174,873,582.3486247286529,174.70458741859588,0.3211881750112465,0.16059408750562326,,P1,sample_data
147,192.168.1.241,10.0.0.4,55644,21,6,282,102648,47.64621201571444,364.0,5.918623707315749,2154.379029462933,63,319,213.05806756612208,63.91742026983662,0.16895819863728526,0.08447909931864263,,P2,sample_data
148,192.168.1.194,10.0.0.55,59106,443,17,260,42900,145.24060529681338,165.0,1.7901329966827428,295.3719444526526,97,487,325.33307557248986,97.59992267174695,0.5586177126800514,0.2793088563400257,,P2,sample_data
149,192.168.1.123,10.0.0.39,42797,3478,6,2304,2626560,52.23602789116983,1140.0,44.10748850965899,50282.53690101125,425,2129,1419.6654592413638,425.8996377724091,0.022671887105542462,0.011335943552771231,,P0,sample_data
150,192.168.1.184,10.0.0.236,59630,80,17,576,121536,159.56641748205539,211.0,3.6097821151168987,761.6640262896657,82,413,275.50109264367404,82.6503277931022,0.2770250303507906,0.1385125151753953,,P2,sample_data
151,192.168.1.3,10.0.0.173,34957,21,17,3930,5262270,91.13405317477806,1339.0,43.12328776229227,57742.082313709354,332,1661,1107.449715595736,332.2349146787208,0.023189326507577115,0.011594663253788558,,P0,sample_data
152,192.168.1.238,10.0.0.207,36424,80,6,465,275280,3.004544783363532,592.0,154.76554138076156,91621.20049741084,122,613,408.9369673667069,122.68109021001206,0.006461386630889316,0.003230693315444658,,P1,sample_data
153,192.168.1.171,10.0.0.124,38597,21,17,239,80304,286.48951966656085,336.0,0.8342364505276392,280.3034473772868,92,460,307.2690028831104,92.18070086493312,1.198700919106949,0.5993504595534745,,P2,sample_data
154,192.168.1.59,10.0.0.72,58003,22,6,352,184800,10.438519792478475,525.0,33.721256174044456,17703.65949137334,268,1343,895.5843130684882,268.67529392054644,0.02965488577408658,0.01482744288704329,,P1,sample_data
155,192.168.1.57,10.0.0.218,18344,80,17,262,207504,7.660156341082258,792.0,34.20295726796923,27088.74215623163,127,635,423.4726785739065,127.04180357217194,0.029237237943062055,0.014618618971531027,,P1,sample_data
156,192.168.1.177,10.0.0.9,12386,3478,17,873,134442,45.61752267211702,154.0,19.137382936702245,2947.156972252146,103,515,343.82052602816225,103.14615780844868,0.052253748765311595,0.026126874382655797,,P2,sample_data
157,192.168.1.145,10.0.0.216,25602,5060,17,398,314022,31.15725149672619,789.0,12.77391236007513,10078.616852099278,193,968,645.5931704343133,193.67795113029396,0.07828455149931203,0.039142275749656015,,P1,sample_data
158,192.168.1.101,10.0.0.98,18698,80,17,992,384896,39.413593263132725,388.0,25.16898150790813,9765.564825068353,98,493,328.984288245568,98.6952864736704,0.039731444821706374,0.019865722410853187,,P2,sample_data
159,192.168.1.76,10.0.0.170,30216,80,6,495,415800,53.380510752204145,840.0,9.273047279330516,7789.359714637633,263,1316,877.8257491148767,263.347724734463,0.10783941566101847,0.053919707830509235,,P1,sample_data
160,192.168.1.251,10.0.0.133,6319,443,17,325,118625,98.21525536943898,365.0,3.3090582392470997,1207.8062573251914,45,226,151.0164279636052,45.30492838908156,0.30220078575211995,0.15110039287605997,,P2,sample_data
161,192.168.1.81,10.0.0.114,61479,22,17,3887,4567225,85.15846400255555,1175.0,45.644317867022046,53632.073493750904,310,1551,1034.2588867706352,310.27766603119056,0.021908532030500527,0.010954266015250264,,P0,sample_data
162,192.168.1.40,10.0.0.91,27596,22,6,134,133598,34.49347704421466,997.0,3.8847924733199624,3873.1380959000026,219,1096,731.0560050532823,219.31680151598468,0.25741400779264667,0.12870700389632334,,P1,sample_data
163,192.168.1.59,10.0.0.48,19112,22,6,28,14980,20.09510320509434,535.0,1.3933742819943158,745.455240866959,166,832,555.1745187282726,166.55235561848176,0.7176822573247978,0.3588411286623989,,P3,sample_data
164,192.168.1.188,10.0.0.7,64644,5060,6,200,93800,6.797128582800748,469.0,29.42418957706259,13799.944911642357,224,1124,749.4953690197938,224.8486107059381,0.03398564291400374,0.01699282145700187,,P1,sample_data
165,192.168.1.181,10.0.0.158,43558,443,17,40,29360,1.1492099518867283,734.0,34.8065207182809,25547.98620721818,163,818,545.98407522243,163.795222566729,0.028730248797168206,0.014365124398584103,,P3,sample_data
166,192.168.1.46,10.0.0.155,2160,80,6,96,79008,0.879959367151598,823.0,109.0959464534699,89785.96393120574,163,815,543.5190665874563,163.0557199762369,0.009166243407829145,0.004583121703914572,,P1,sample_data
167,192.168.1.233,10.0.0.224,14305,3478,17,1507,1996775,41.16772430921398,1325.0,36.606346969310366,48503.40973433624,302,1512,1008.2924734321979,302.48774202965933,0.027317667093041793,0.013658833546520897,,P0,sample_data
168,192.168.1.228,10.0.0.242,8515,5060,17,2584,3813984,96.76876800578187,1476.0,26.70283039922145,39413.37766925086,323,1617,1078.1890638884051,323.4567191665215,0.037449213624528584,0.018724606812264292,,P0,sample_data
169,192.168.1.120,10.0.0.251,56529,443,17,500,143500,157.86494987747392,287.0,3.167264173510792,909.0048177975972,48,242,161.58409211175967,48.4752276335279,0.31572989975494786,0.15786494987747393,,P2,sample_data
170,192.168.1.29,10.0.0.139,45088,21,6,38,16188,18.237479917627816,426.0,2.0836212114630106,887.6226360832426,124,622,415.08367812168655,124.52510343650596,0.47993368204283726,0.23996684102141863,,P3,sample_data
171,192.168.1.174,10.0.0.226,37148,3478,6,454,344132,41.15607490808706,758.0,11.031178289326864,8361.633143309762,186,934,622.9513531883741,186.88540595651224,0.0906521473746411,0.04532607368732055,,P1,sample_data
172,192.168.1.116,10.0.0.32,61569,21,17,538,683260,97.42905036249223,1270.0,5.521966990320955,7012.898077707613,393,1968,1312.15700160167,393.64710048050097,0.18109488914961383,0.09054744457480692,,P0,sample_data
173,192.168.1.92,10.0.0.221,54292,22,6,638,219472,286.73316180761077,344.0,2.2250652696672684,765.4224527655404,54,270,180.21157835618004,54.06347350685401,0.44942501850722694,0.22471250925361347,,P2,sample_data
174,192.168.1.124,10.0.0.166,21006,443,6,28,18256,29.53535179083502,652.0,0.9480164718636788,618.1067396551185,126,634,422.8002018945129,126.84006056835386,1.054833992529822,0.527416996264911,,P3,sample_data
175,192.168.1.27,10.0.0.72,22587,21,6,300,246900,33.98364203743127,823.0,8.827776601153142,7265.260142749035,190,953,635.7662300512563,190.7298690153769,0.11327880679143755,0.056639403395718775,,P1,sample_data
176,192.168.1.244,10.0.0.199,64898,22,17,62,44578,23.356733494677506,719.0,2.65448077378322,1908.5716763501352,166,830,553.4349684350664,166.0304905305199,0.37672150797866943,0.18836075398933472,,P3,sample_data
177,192.168.1.153,10.0.0.222,60621,80,17,43,29111,37.19069371398391,677.0,1.1562032246747729,782.7495831048211,239,1197,798.2686454880882,239.48059364642643,0.8648998538135794,0.4324499269067897,,P1,sample_data
178,192.168.1.63,10.0.0.214,6133,22,6,839,132562,84.14167620909092,158.0,9.971277466770408,1575.4618397497245,74,372,248.31890934828738,74.4956728044862,0.10028805269259942,0.05014402634629971,,P2,sample_data
179,192.168.1.21,10.0.0.18,27613,443,17,91,63154,59.068908740472786,694.0,1.5405735765294186,1069.1580621114165,142,712,474.7903213337829,142.43709640013486,0.6491088872579427,0.32455444362897135,,P1,sample_data
180,192.168.1.252,10.0.0.102,53672,5060,17,47,34921,20.0525318693703,743.0,2.3438436755106835,1741.475850904438,158,790,527.117780283367,158.1353340850101,0.42664961424192127,0.21332480712096064,,P3,sample_data
181,192.168.1.207,10.0.0.80,47413,21,17,652,191688,57.75394921301974,294.0,11.289271277279454,3319.045755520159,79,396,264.18090036883285,79.25427011064986,0.08857967670708548,0.04428983835354274,,P2,sample_data
182,192.168.1.2,10.0.0.225,28448,80,6,813,257721,32.63812880317959,317.0,24.90951625636081,7896.316653266377,64,322,215.2922616487984,64.58767849463952,0.04014529988090971,0.020072649940454854,,P2,sample_data
183,192.168.1.174,10.0.0.122,17393,443,17,1417,1561534,24.59873294473664,1102.0,57.604593016372974,63480.26150404302,376,1883,1255.3933817177012,376.61801451531034,0.017359726848790853,0.008679863424395426,,P0,sample_data
184,192.168.1.9,10.0.0.6,53320,80,17,2395,3491910,23.664196340086527,1458.0,101.20774716287039,147560.89536346504,420,2104,1403.299586208267,420.9898758624801,0.009880666530307527,0.004940333265153763,,P0,sample_data
185,192.168.1.127,10.0.0.7,34250,3478,17,81,41877,23.719259052306825,517.0,3.414946471193514,1765.5273256070466,145,725,483.6773957643474,145.10321872930422,0.29283035867045465,0.14641517933522732,,P3,sample_data
186,192.168.1.41,10.0.0.188,30569,21,6,333,106893,27.412937928838858,321.0,12.14754875469508,3899.3631502571207,216,1082,721.7888475982625,216.53665427947874,0.08232113492143801,0.04116056746071901,,P1,sample_data
187,192.168.1.243,10.0.0.122,32914,21,17,111,26196,205.57943018583256,236.0,0.539937287984805,127.42519996441399,73,368,245.85578571525747,73.75673571457723,1.8520669386111042,0.9260334693055521,,P2,sample_data
188,192.168.1.44,10.0.0.82,11205,443,6,832,222976,147.086940168225,268.0,5.656518512441908,1515.9469613344313,47,238,158.73233154147223,47.619699462441666,0.1767871877021935,0.08839359385109676,,P2,sample_data
189,192.168.1.202,10.0.0.243,29730,22,6,371,226681,58.5001931477336,611.0,6.341859403149222,3874.8760953241745,217,1087,725.1628431734684,217.54885295204053,0.1576824613146458,0.0788412306573229,,P1,sample_data
190,192.168.1.213,10.0.0.159,60345,22,17,226,147352,50.506918173477544,652.0,4.4746345287540885,2917.461712747666,146,730,487.0966682891268,146.12900048673802,0.22348193882069708,0.11174096941034854,,P1,sample_data
191,192.168.1.50,10.0.0.177,16306,80,17,23,15249,46.17957133997343,663.0,0.4980557275136724,330.2109473415648,195,978,652.4224409465089,195.72673228395266,2.007807449564062,1.003903724782031,,P1,sample_data
192,192.168.1.39,10.0.0.170,30450,5060,17,4311,4591215,75.74959217814508,1065.0,56.911197486866335,60610.425323512645,407,2035,1356.8302425725342,407.0490727717602,0.017571234557676892,0.008785617278838446,,P0,sample_data
193,192.168.1.225,10.0.0.99,63257,3478,17,21,9156,14.508571403587208,436.0,1.4474202466831299,631.0752275538446,165,826,550.7994191343628,165.23982574030882,0.6908843525517718,0.3454421762758859,,P3,sample_data
194,192.168.1.37,10.0.0.69,45989,22,6,397,127437,130.6691320410123,321.0,3.0382079822447747,975.2647623005727,75,378,252.52304104116104,75.7569123123483,0.3291413905315171,0.16457069526575854,,P2,sample_data
195,192.168.1.217,10.0.0.84,42113,21,6,335,227800,26.995662672658597,680.0,12.409400875322481,8438.392595219286,197,986,657.4086769648451,197.22260308945351,0.0805840676795779,0.04029203383978895,,P1,sample_data
196,192.168.1.193,10.0.0.168,21963,3478,6,47,17155,51.550182108400996,365.0,0.9117329576288836,332.7825295345425,121,606,404.5152020647751,121.35456061943253,1.0968123852851275,0.5484061926425637,,P1,sample_data
197,192.168.1.80,10.0.0.202,6748,443,17,306,212364,53.08072534481478,694.0,5.764804418406309,4000.7742663739787,186,931,621.0121868914288,186.30365606742862,0.17346642269547313,0.08673321134773657,,P1,sample_data
198,192.168.1.1,10.0.0.57,17983,21,17,10,3320,8.212713905041268,332.0,1.2176242975980973,404.2512668025683,145,727,485.143495981209,145.5430487943627,0.8212713905041268,0.4106356952520634,,P3,sample_data
199,192.168.1.241,10.0.0.120,27179,3478,6,126,124236,39.9963693934974,986.0,3.1502859362151265,3106.1819331081147,191,955,637.3154378749069,191.19463136247208,0.3174315031229953,0.15871575156149764,,P1,sample_data
200,192.168.1.20,10.0.0.26,28444,80,6,70,37310,2.655518826590131,533.0,26.36019722363815,14049.985120199133,137,689,459.35085840030956,137.80525752009285,0.03793598323700187,0.018967991618500935,,P3,sample_data
201,192.168.1.206,10.0.0.12,54761,3478,6,264,94512,19.311288246116654,358.0,13.670760678179422,4894.132322788233,196,980,653.6174043441962,196.08522130325886,0.07314881911407824,0.03657440955703912,,P1,sample_data
202,192.168.1.185,10.0.0.39,55518,5060,17,270,114750,57.132801232682716,425.0,4.7258316444240265,2008.478448880211,215,1079,719.5599689077502,215.86799067232505,0.2116029675284545,0.10580148376422725,,P1,sample_data
203,192.168.1.80,10.0.0.178,44777,3478,6,313,140850,2.2834285974243382,450.0,137.07457301404463,61683.55785632009,166,830,553.9649707955955,166.18949123867864,0.007295299033304595,0.0036476495166522975,,P1,sample_data
204,192.168.1.102,10.0.0.5,59886,21,6,1864,2102592,90.3912422357964,1128.0,20.62146679141252,23261.01454071332,321,1605,1070.2737301564782,321.08211904694343,0.048493155705899356,0.024246577852949678,,P0,sample_data
205,192.168.1.114,10.0.0.210,16528,443,17,410,109880,285.04583925798624,268.0,1.4383651452948294,385.48185893901433,85,429,286.64960565792916,85.99488169737874,0.6952337542877713,0.34761687714388567,,P2,sample_data
206,192.168.1.147,10.0.0.31,48079,21,6,85,46240,20.996275779915273,544.0,4.048336995140335,2202.2953253563423,150,754,502.95401573317395,150.8862047199522,0.24701500917547378,0.12350750458773689,,P3,sample_data
207,192.168.1.192,10.0.0.198,50750,80,6,460,109940,124.11489015533203,239.0,3.7062434605896333,885.7921870809223,54,272,181.85748904856104,54.55724671456831,0.2698149785985479,0.13490748929927396,,P2,sample_data
208,192.168.1.203,10.0.0.68,62049,22,17,195,172380,5.883660869579519,884.0,33.142630808008455,29298.085634279476,163,816,544.3427977653191,163.30283932959574,0.030172619843997536,0.015086309921998768,,P1,sample_data
209,192.168.1.233,10.0.0.23,26450,22,6,121,38478,48.566833545504885,318.0,2.491412166836625,792.2690690540467,234,1171,781.142567388308,234.34277021649237,0.40137878963227175,0.20068939481613587,,P1,sample_data
210,192.168.1.76,10.0.0.250,38598,22,6,329,248066,0.8426402996382334,754.0,390.4394320343425,294391.3317538942,168,843,562.2929149501351,168.68787448504054,0.0025612167162256333,0.0012806083581128167,,P1,sample_data
211,192.168.1.172,10.0.0.102,64473,5060,6,492,352272,14.633875787022484,716.0,33.6206215742457,24072.365047159925,175,879,586.62589581467,175.987768744401,0.029743649973622936,0.014871824986811468,,P1,sample_data
212,192.168.1.26,10.0.0.72,36655,443,17,3389,4910661,60.98434481806296,1449.0,55.571639083940966,80523.30503263045,351,1756,1170.9036010806535,351.271080324196,0.017994790444987595,0.008997395222493798,,P0,sample_data
213,192.168.1.207,10.0.0.44,47843,5060,17,35,7385,5.320763823135646,211.0,6.578002926537287,1387.9586174993674,137,686,457.9871391806879,137.39614175420635,0.15202182351816132,0.07601091175908066,,P3,sample_data
214,192.168.1.21,10.0.0.151,65130,22,17,321,255837,43.07170897240683,797.0,7.452687800375956,5939.792176899637,198,990,660.6170662426672,198.18511987280016,0.13417977873023934,0.06708988936511967,,P1,sample_data
215,192.168.1.214,10.0.0.19,47905,21,6,45,11250,2.7477543183972646,250.0,16.377010018220265,4094.2525045550665,174,870,580.3308080416543,174.0992424124963,0.06106120707549477,0.030530603537747385,,P3,sample_data
216,192.168.1.156,10.0.0.35,64135,443,17,472,94872,210.92592934495426,201.0,2.2377523781254878,449.788228003223,100,503,335.92117548439785,100.77635264531935,0.4468769689511743,0.22343848447558715,,P2,sample_data
217,192.168.1.94,10.0.0.203,35078,3478,17,101,32926,293.7158144388963,326.0,0.3438698055565943,112.10155661144974,94,471,314.634803119132,94.3904409357396,2.9080773706821414,1.4540386853410707,,P2,sample_data
218,192.168.1.189,10.0.0.42,55223,3478,17,258,56760,109.72513808948372,220.0,2.351329918487724,517.2925820672992,92,463,308.68145162956745,92.60443548887024,0.42529123290497567,0.21264561645248783,,P2,sample_data
219,192.168.1.47,10.0.0.123,23692,21,17,282,192888,22.723826140784062,684.0,12.409881956184948,8488.359258030505,198,994,663.2495970768905,198.97487912306715,0.08058094376164561,0.040290471880822805,,P1,sample_data
220,192.168.1.122,10.0.0.121,10876,443,17,239,77675,13.116667974539485,325.0,18.221090940467377,5921.8545556518975,211,1058,705.4904944254959,211.64714832764875,0.054881455960416256,0.027440727980208128,,P1,sample_data
221,192.168.1.152,10.0.0.19,37475,3478,6,148,44844,99.02414940850352,303.0,1.4945849157406725,452.8592294694238,63,315,210.412100366959,63.1236301100877,0.6690820905979967,0.33454104529899836,,P2,sample_data
222,192.168.1.242,10.0.0.69,65198,80,6,245,72520,198.44201766267471,296.0,1.2346175617729696,365.44679828479894,72,360,240.35353574744582,72.10606072423374,0.8099674190313254,0.4049837095156627,,P2,sample_data
223,192.168.1.199,10.0.0.160,27146,443,6,42,26502,10.055881795415084,631.0,4.176660073624735,2635.472506457208,110,553,369.073850528361,110.7221551585083,0.23942575703369248,0.11971287851684624,,P3,sample_data
224,192.168.1.7,10.0.0.85,62097,5060,17,460,254380,8.935576414862561,553.0,51.479611235250715,28468.225013093645,161,805,537.2701270000628,161.1810381000188,0.019425166119266438,0.009712583059633219,,P1,sample_data
225,192.168.1.19,10.0.0.68,18649,21,17,186,140988,59.4797316252802,758.0,3.1271156563347016,2370.3536675017035,139,696,464.1971447270626,139.25914341811878,0.3197835033617215,0.15989175168086076,,P1,sample_data
226,192.168.1.97,10.0.0.123,38981,80,6,45,24840,18.276771117479743,552.0,2.4621416830548584,1359.1022090462818,126,630,420.3563742116948,126.10691226350843,0.4061504692773276,0.2030752346386638,,P3,sample_data
227,192.168.1.149,10.0.0.8,57573,443,6,4213,6079359,98.03921586045978,1443.0,42.972599923651025,62009.46168982843,331,1657,1105.1704368596947,331.55113105790844,0.023270642264528785,0.011635321132264393,,P0,sample_data
228,192.168.1.215,10.0.0.172,20225,21,6,400,142800,20.313613826962776,357.0,19.69122793252424,7029.768371911153,220,1102,734.7434775990951,220.42304327972852,0.05078403456740694,0.02539201728370347,,P1,sample_data
229,192.168.1.36,10.0.0.197,43852,22,6,96,30240,2.744127935422771,315.0,34.98379166684511,11019.894375056208,140,703,468.689044763373,140.60671342901188,0.028584665993987197,0.014292332996993598,,P3,sample_data
230,192.168.1.55,10.0.0.144,4107,80,17,410,146370,140.55902031140505,357.0,2.916924143976353,1041.341919399558,70,351,234.5378226792379,70.36134680377137,0.342826878808305,0.1714134394041525,,P2,sample_data
231,192.168.1.115,10.0.0.104,30325,22,17,614,179902,133.28209566588222,293.0,4.606770301235388,1349.7836982619685,52,260,173.96580040352927,52.18974012105878,0.2170718170454108,0.1085359085227054,,P2,sample_data
232,192.168.1.210,10.0.0.200,27366,80,6,74,35890,16.107781340889225,485.0,4.594052925970179,2228.1156690955368,146,730,487.0757064008279,146.12271192024838,0.21767272082282738,0.10883636041141369,,P3,sample_data
233,192.168.1.225,10.0.0.151,23665,22,17,47,32853,21.553596234546315,699.0,2.1806105806449105,1524.2467958707925,93,466,310.84811415742865,93.25443424722859,0.45858715392651733,0.22929357696325867,,P3,sample_data
234,192.168.1.151,10.0.0.154,37059,443,6,277,207196,18.6786964841524,748.0,14.82972862881602,11092.637014354383,179,897,598.4907585371417,179.5472275611425,0.06743211727130831,0.033716058635654154,,P1,sample_data
235,192.168.1.244,10.0.0.234,37899,80,17,905,1290530,73.20461205495434,1426.0,12.362609056935115,17629.080515189475,376,1882,1254.9589129771384,376.4876738931415,0.08088907409387219,0.040444537046936097,,P0,sample_data
236,192.168.1.134,10.0.0.67,29519,3478,17,448,204736,52.73947206648164,457.0,8.494586359060742,3882.0259660907595,250,1251,834.0283450537252,250.20850351611753,0.11772203586268223,0.05886101793134112,,P1,sample_data
237,192.168.1.10,10.0.0.25,60353,80,6,4725,6700050,48.07096991915641,1418.0,98.29217109507655,139378.29861281856,431,2158,1439.0245903869618,431.70737711608854,0.01017375024744051,0.005086875123720255,,P0,sample_data
238,192.168.1.54,10.0.0.238,15740,3478,6,45,13230,15.124795645749142,294.0,2.975246810203836,874.7225621999278,144,722,481.8758813252932,144.56276439758796,0.3361065699055365,0.16805328495276825,,P3,sample_data
239,192.168.1.149,10.0.0.226,18371,80,6,15,3360,20.32289968921615,224.0,0.7380836509250391,165.33073780720878,100,504,336.52857333758243,100.95857200127473,1.3548599792810767,0.6774299896405384,,P3,sample_data
240,192.168.1.141,10.0.0.31,34637,3478,17,69,14559,29.00884267344338,211.0,2.378585067206669,501.8814491806071,128,644,429.7493634990396,128.92480904971188,0.42041800976004895,0.21020900488002447,,P3,sample_data
241,192.168.1.130,10.0.0.60,28310,5060,6,466,321074,0.5197841141691197,689.0,896.5260524456501,617706.4501350529,122,613,408.8439048066286,122.65317144198858,0.0011154165540109865,0.0005577082770054933,,P1,sample_data
242,192.168.1.178,10.0.0.253,27550,80,6,2453,3103045,33.29308857320262,1265.0,73.6789557570337,93203.87903264763,365,1827,1218.0707141584892,365.42121424754674,0.01357239648316454,0.00678619824158227,,P0,sample_data
243,192.168.1.115,10.0.0.7,32847,3478,6,118,52864,7.722403895634519,448.0,15.280216056389577,6845.53679326253,165,827,551.6375737837977,165.49127213513933,0.06544410081046202,0.03272205040523101,,P1,sample_data
244,192.168.1.52,10.0.0.221,42803,3478,17,122,103822,48.93123103560812,851.0,2.4932951290601792,2121.7941548302124,212,1061,707.6097191155054,212.28291573465162,0.4010756642262961,0.20053783211314805,,P1,sample_data
245,192.168.1.253,10.0.0.227,32262,5060,17,59,15458,23.970715379055754,262.0,2.4613366379357555,644.870199139168,126,632,421.43952872555997,126.43185861766798,0.40628331150941954,0.20314165575470977,,P3,sample_data
246,192.168.1.62,10.0.0.219,7572,21,17,474,425178,57.847425391199884,897.0,8.193968820470753,7349.990031962266,157,786,524.290128857471,157.2870386572413,0.12204098183797443,0.061020490918987216,,P1,sample_data
247,192.168.1.65,10.0.0.13,23764,443,17,157,120890,8.658027490875444,770.0,18.13346055616707,13962.764628248642,200,1001,667.6550657262958,200.29651971788874,0.0551466719164041,0.02757333595820205,,P1,sample_data
248,192.168.1.209,10.0.0.227,54768,3478,6,792,182952,47.446503557903256,231.0,16.69248396846463,3855.963796715329,47,237,158.52664185740656,47.557992557221965,0.05990720146199906,0.02995360073099953,,P2,sample_data
249,192.168.1.34,10.0.0.52,38511,3478,17,327,157614,9.379647788035479,482.0,34.86271631831589,16803.829265428256,139,695,463.5998813437248,139.07996440311743,0.028683938189710944,0.014341969094855472,,P1,sample_data
250,192.168.1.42,10.0.0.141,52848,80,17,252,185220,51.64413128299327,735.0,4.879547660877881,3586.467530745242,178,894,596.1968607642373,178.85905822927117,0.20493702890076695,0.10246851445038348,,P1,sample_data
251,192.168.1.29,10.0.0.97,24585,443,17,492,156456,215.79637064336637,318.0,2.2799271300679043,725.0168273615935,71,356,237.5206248110784,71.25618744332351,0.43861050943773655,0.21930525471886828,,P2,sample_data
252,192.168.1.187,10.0.0.214,52423,80,6,251,146333,38.41348787009269,583.0,6.534163230603677,3809.4171634419436,218,1094,729.6769611028914,218.9030883308674,0.15304178434299875,0.07652089217149938,,P1,sample_data
253,192.168.1.193,10.0.0.87,27748,22,17,96,35712,5.354901023694208,372.0,17.927502221837905,6669.030826523701,156,781,521.2301306164456,156.36903918493368,0.05578021899681467,0.027890109498407336,,P3,sample_data
254,192.168.1.17,10.0.0.133,17555,22,17,3956,4383248,98.23436139403462,1108.0,40.271041047763475,44620.313480921934,314,1571,1047.4153902787627,314.2246170836288,0.02483173948281967,0.012415869741409836,,P0,sample_data
255,192.168.1.135,10.0.0.243,65051,5060,6,385,202895,21.307342169878048,527.0,18.068888974067832,9522.304489333746,236,1180,787.3267655905909,236.19802967717726,0.05534374589578714,0.02767187294789357,,P1,sample_data
256,192.168.1.138,10.0.0.38,29294,3478,6,280,181720,49.91680015608797,649.0,5.609333914122108,3640.457710265248,130,651,434.3564162591339,130.30692487774016,0.17827428627174277,0.08913714313587139,,P1,sample_data
257,192.168.1.178,10.0.0.195,12848,3478,17,275,181225,37.66748234682869,659.0,7.300726856865517,4811.178998674376,177,886,590.969819826448,177.29094594793438,0.13697266307937705,0.06848633153968853,,P1,sample_data
